STRATA,CONTENT
牛耳川组,陕西区域地质调查大队，1987年介绍。牛耳川组特征为一套板岩或千枚岩夹粉砂岩、砂岩及少量灰岩。该组迄今未发现可靠的大化石。西安地矿所（1976～1977）在车房沟洞子沟口曾获有少量微古植物化石：Leiosphaeridium，Punctatisporites，Trematosphaeridium。周正国等（1992）在金钱河剖面的牛耳川组中、上部获得较丰富的孢子化石∶ Aneurospora greggsii，Veruciretusispora magnifica var. magnifica，Samarisporites inaequus等。属潮间带和近海滨岸沉积环境。底界因区域性断裂与下伏地层关系不清；整合伏于池沟组之下。出露厚度1773-3514米以上。[1] 牛耳川组同物异名沙坪组[2]。
穷错组,穷错组是岩石地层名称，由四川第三区域地质测量大队于1977年命名。穷错组介绍为灰-深灰色结晶灰岩，夹不稳定的燧石结核或团块。含珊瑚Favosites，Pachyfavosites、介形类及层孔虫等化石。为碳酸盐台地相沉积。整合于苍纳组之下、格绒组之上。厚127-596米。[1] 
曲靖组,一种地层名称，葛利普于1924年命名。曲靖组基本信息同物异名：同物异名 夸兴山组、婆兮组。曲靖组特征层型：选层型 华宁盘溪剖面。方润森，1963，云南东部泥盆纪地层，中国地质学会云南省分会1963年首届学术年会论文选集，区域地质、地层、古生物部分。特征：主要为深灰、灰、褐灰色中—厚层灰岩、泥质灰岩、泥灰岩，夹白云岩、白云质灰岩、层孔虫珊瑚礁灰岩及少量页岩。含丰富的腕足类、珊瑚、层孔虫及竹节石等化石。与上覆一打得组或梁山组、下伏缩头山组或上双河段皆为整合接触。分布：云南昭通、曲靖、盘溪、建水及四川攀西、甘洛一带。
萨阿尔明组,萨阿尔明组是由邓自华1960年命名特征由碳酸盐岩、碎屑岩，底部少许火山岩等组成。为灰、灰黑、紫色灰岩、白云质灰岩、大理岩化灰岩、生物灰岩、钙质粉砂岩、杂砂岩、砂砾岩、硅质岩、硅质板岩、千枚岩及流纹斑岩、集块岩等，并有硬锰矿夹层。含腕足类：Stringocephalus，Atrypa；珊瑚：Temnophyllum，Pseudomicroplasma，Thamnopora，Favosites，Neospongophyllum，Disphyllum，Heliolites，Favosites，Cyathophyllum，Cladopora 及层孔虫等。为浅海碳酸盐岩沉积。上与哈孜尔布拉克组整合接触；未见下伏地层。出露厚755-6150米。[1] 
萨吾尔山组,萨吾尔山组是灰绿色、暗紫色安山质晶屑凝灰岩与安山质角砾熔岩、火山角砾岩、安山玢岩不均匀互层，夹硅质岩、放射虫硅质岩、粉砂岩及凝灰砾岩凸镜体。含珊瑚、腕足类海百合及放射虫等化石。未见底，与上覆塔尔巴哈台组整合接触。出露厚2000-2970米以上。时代 ：D2命名：中国地质科学院地质研究所、新疆地矿局地质研究所，新疆区域地质测量大队地层分队，1974年命名。同物异名：布尔津组[1] 
桑知阿考组,桑知阿考组，青海第二区域地质调查大队命名，为灰色变砾岩与灰绿色安山岩互层夹安山质角砾熔岩，其上有一层大于60米厚的灰色块状碎裂砂砾岩。特征不整合覆在青泥洞组之上[1] ；上与汹钦组未见直接接触。出露厚521米以上。
上伦白云岩,上伦白云岩为一套灰-深灰色中-厚层白云岩为主，夹少许泥晶灰岩、生物灰岩及薄层页岩的岩石组合。含腕足类等化石。整合于郁江组之上、二塘组之下。层型剖面厚177米；区域厚35-500米。[1] 刘金荣，1975年命名；殷保安等，1997年介绍 。
上双河段,上双河段，特征是厚39-377米以上，命名是云南第二区域地质调查大队八分队。上双河段基本信息中文名称上双河段时代D2[1] 上双河段命名云南第二区域地质调查大队八分队，1978年。[1] 上双河段特征系一套“杂色层”，由褐灰、褐黄、土黄色细粒石英杂砂岩与褐红、桔黄、黄绿色砂质泥岩不等厚互层组成。含鱼类、植物、双壳类、介形类及胴甲类等化石。下与南盘江灰岩段整合接触或呈不整合超覆在牛头山组、昆阳群之上；上与海口段或曲靖组、宰格组为连续沉积，厚39-377米以上。[1] 
石家沟组,
石峡沟组,石峡沟组命名宁夏区域地质测量大队三分队，1976年手稿命名；潘江等，1980年介绍。石峡沟组特征岩性下部为灰白色中-细粒石英砂岩夹极少量含砾砂岩；中部为紫红色薄-中厚层细粒长石石英砂岩夹紫红色粉砂岩；上部以紫红色粉砂岩为主，夹少量细粒长石石英砂岩。含鱼类Bothriolepis niushoushanensis，Quasipetalichys cf. Kaikouensis及植物等化石。属内陆河、湖相沉积。不整合覆于香山群之上；整合伏于中宁组之下。厚246-504.1米。[1] 
四排组,四排组（Sipai Fm）的时代属早泥盆世郁江期至四排期。分布于广西境内。命名地点在广西修仁县四排圩南1.2千米的鹿马圩及七建圩附近。四排组简介为浅海相泥质灰岩沉积，上部四排段（四排页岩），以灰绿色、黄绿色钙质泥岩及砂质泥岩为主，夹薄层泥质砂岩，顶部有薄层灰岩透镜体，出露厚度149米，含腕足类Kwangsia yohi、Acrospirifer fongi、Athyrisina bifurcata及珊瑚Calceola sandalina等；下部鹿马段，以深灰色灰岩或泥灰岩为主，厚300米，含珊瑚Favosites lumaensis、Trapezophyllum cystocum及腕足类Euryspirifer qijianensis等。与下伏那高岭组呈整合接触。鹿马段现已提升为组。四排组命名冯景兰，1929年命名为四排页岩。广西桂林、义宁、古化、灵川、兴安、全州、柳江、修仁、阳朔、荔浦、蒙山、苍梧、藤县、平南十四幅地质矿产。[1] 四排组特征层型：正层型 广西鹿寨县四排圩鹿马村剖面。吴诒等著，广西的泥盆系。特征：整合于大乐组之上、东岗岭组之下的一套黄绿色、灰色泥页岩夹灰岩的地层。含腕足类、珊瑚及三叶虫等化石。分布：广西修仁、鹿寨、荔浦一带。同物异名：同物异名 白马页岩、应堂组、榴江系等。
宋家桥段,宋家桥段是丁文江于1929年命名的岩石地层名称。宋家桥段命名丁文江，1929年命名于贵州省独山县宋家桥；葛利普，1931年介绍。宋家桥段分布范围西南，贵州省。[1] 
缩头山组,缩头山组，灰白、灰黄色较纯净的石英细砂岩、偶夹粉砂岩、砂质泥岩所组成。基本信息由含植物Hostimella Sp.等及鱼类化石碎片。属滨岸碎屑相沉积。下与箐门组整合接触；上与红崖坡组连续沉积。厚30-440米。 广西系、海口段、箐门组、水井边段、三岔路段等。。[1] 
唐家湾组,"唐家湾组命名殷保安等,1992年。唐家湾组特征层型：正层型：广西桂林市塘家湾剖面。特征：为一套深灰－灰黑色白云质层孔虫灰岩、层孔虫白云岩、生物屑灰岩及碳酸盐岩。下与信都组、上与桂林组均为整合。分布：广西东北及北部。[1] "
天子岭组,天子岭组的特征是整合于春湾组与帽子峰组两套碎屑岩之间的一套碳酸盐岩。其上部韩泷段为薄层条带状泥晶灰岩；下部十里亭段在泥晶灰岩中夹少量白云质灰岩和钙质页岩，常含泥质或粉砂碎屑，核形石和叠层石常在某些层段中富集。普遍含腕足类、珊瑚及牙形刺等动物化石。厚11-1042米。同物异名大乌石灰岩（组）。[1] 
跳马涧组,跳马涧组（Tiaomajian Fm）的时代属中泥盆世应堂期。分布于湖南及粤北一带。命名地点在湖南长沙东南的跳马涧。为海陆交互相沉积，上部为黄绿及蓝灰色页岩夹扁豆状泥质灰岩，或灰岩与页岩的互层，富含Leptostrophia macarthyi、Stringocephalus burtini等腕足类化石，厚200～300米；下部为灰黄色、紫红色页岩及砂质页岩，底部为白色石英砂岩及砾岩层，在灰黄色页岩内含植物化石Lepidodendropsis和Psilophytites，在紫色砂质页岩内含沟鳞鱼Othriolepis sinensis，厚200～300米。与下伏志留系呈不整合接触。底部为厚100米的石英砂岩与砾岩，其中未发现化石，暂归本组。部分意见将此底部砾岩与其上含化石的砂页岩层分为上下两组；目前有种意见把跳马涧组上部合并于棋梓桥组，而将下部称为跳马涧组（狭义）。[1] 
托格买提组,托格买提组是岩石地层名称，属D2时代，1955年命名。命名 ：前苏联地质保矿部第十三航空地质测量大队马库林等，；新疆区域地层表编写组高振家、吴乃元、吴绍祖等，1981年介绍。特征 ：由灰-灰黑-灰紫色碳酸盐岩为主的石灰岩，结晶灰岩，大理岩，硅质泥岩。上段上部产珊瑚：Temnophyllum，Neospongophyllum，Striatopora，Alveolites；腕足类Zdimir；下部产珊瑚：Tryplasma devoniana，T. hercynica。下段产珊瑚：Cyiphylloides，Coenites ex gr variabilis，Striatopora saessi，Favosites cf. goldfissi var. eifeliensis，Pachyfavosites aff. erilius，P. ex gr polymorphus等。与下伏阿伯塔尔康组及上覆坦盖塔尔组均为整合接触。厚350-1868米。同物异名：托什罕组、阔克沙勒岭组、滚滚铁列克组。[1] 
卧驼山组,卧驼山组是岩石地层名称，由张研、郑昭昌等于1980年命名。卧驼山组基本信息中文名称卧驼山组卧驼山组特征主要为砾岩、含砾粗砂岩，灰、灰绿色钙质长石石英砂岩夹凝灰质砂岩和薄层灰岩。不含化石。整合在依克乌苏组之上；与上覆西屏山组为整合接触。层型剖面厚531米。[1] 
乌鲁苏巴斯套组,乌鲁苏巴斯套组命名新疆区域地质测量大队二分队李天德、秦典燮。乌鲁苏巴斯套组特征由长石岩屑砂岩、凝灰岩、凝灰质细砂岩、生物灰岩组成。产植物化石：Lepidodendropsis，Barrandeina sp.；珊瑚：Endophyllum sp.，Crassialveolites sp.，Pachyfavosites sp.，Endophyllum zhifangense，Tyrganolites sp，Keriophyllum sp.，Protomichelinia sp.等；腕足类Leptostrophia sp.，“Fimbrispirifer”sp.等化石。整合覆于卓木巴斯套组之上；整合或平行不整合伏于克安库都克组之下。厚92-1315.4米以上。[1] 
西冲组,
信都组,信都组，广西区域地质测量大队，1975年命名。信都组基本信息中文名称：信都组时代：D2同物异名：铁厂组[1]信都组命名广西区域地质测量大队，1975年命名。信都组特征为一套灰绿色泥岩、细砂岩夹泥质灰岩。含腕足类：Eospiriferina lachrymose，Xenospirifer fungi，Athyrisina squamosa，Indospirifer quadriplicata，I.maoerchuanensis；鱼化石：Hohsienolepis hsintuensis；植物：Protolepidodendron scharyanum，Psilophyton sp.及珊瑚、介形类、双壳类及轮藻等化石。属于滨海至浅海相的碎屑岩沉积。整合于下伏贺县组与上覆唐家湾组之间。层型剖面厚216米；区域厚185-2600米。[1] 
崖子沟组,
养马坝组,养马坝组[1] 灰、深灰色厚层至块状泥晶-亮晶砂砾屑、生物屑灰岩夹块状礁灰岩为主，夹灰色薄层状石英粉砂岩、粉砂质泥岩、杂砂岩及鲕状赤铁矿凸镜体。含丰富的珊瑚、腕足类、三叶虫、头足类、介形虫及牙形刺等化石。养马坝组中文名称养马坝组养马坝组时代D1-2养马坝组命名朱森、吴景祯、叶连俊，1942年。养马坝组特征所含腕足类可分为4个组合带，自下而上为：①Xenospirifer nitidus- Athyrisina obesa带；② Otospirifer sichuanensis-Luanquella striatula带；③Neocoelia sinensis-Chuanorophia scirtula带；④ Zdimir顶峰富集带。珊瑚可分为3个组合带，自下而上为：①Zonophyllum beichuanense-Calceola ganxiense带；② Cyathophyllum sichuanense-Haplothecia flata带；③Utaraturia sinensis带；牙形石为：Polygnathus serotinus带。与下伏甘溪组、上覆金宝石组均呈整合接触。厚60-820米。养马坝组同物异名二台子组[1]。
腰桑南组,"腰桑南组命名张海,1977年,M-52-?ⅩⅢ?(罕达气幅)?1∶20?万区调报告。腰桑南组特征层型：正层型:爱辉县罕达气乡金水泉实测剖面。黑龙江省黑河市罕达气乡。文献同上。特征：岩性为灰紫色、灰绿色杂砂岩、凝灰砂岩、板岩夹灰岩凸镜体。产珊瑚、三叶虫等。未见顶、底界,其与泥鳅河组上部为同时异相。分布：黑龙江省嫩江两岸。同物异名：同物异名乌奴尔组。[1] "
亦格尔达坂组,"地层名称：亦格尔达坂组地层名称（英文）：Yigeerdaban Fm地层单位编码：04-65-0875地层地质年代：D2亦格尔达坂组命名：新疆四区测队一、二、三、四、六分队,1961年。亦格尔达坂组特征：层型：正层型:鄯善县K-45-84-Г图幅剖面。新疆四区测大队一、二、三、四、六分队,1961,依格尔达坂—梧桐沟1∶5万区调报告。特征：为海相镁质碳酸盐岩夹碎屑岩组成。西部见流纹岩、凝灰岩等。以浅灰色薄—厚层镁质灰岩,块状白云岩、钙质砂岩、钙质板岩、硅质岩、石英绢云片岩为主;是白云岩、菱镁矿、含铜黄铁矿赋存层位,相变大。含腕足类等化石。与上、下地层均以整合接触。分布：新疆鄯善亦格尔达坂—库米什等地。亦格尔达坂组备考：备注：本组原称亦格尔达坂岩系。同物异名："
易家湾组,命名地点在湖南省湘潭市易家湾。以页岩、泥灰岩为主，夹生物碎屑灰岩和少量粉砂岩，厚度变化大，几十米至数百米。含丰富的腕足类Chonetes supragibbosa、Stringocephalus等，珊瑚Endophyllum、Stringophyllum等，与下伏跳马涧组呈整合接触。[1] 
蕴都喀拉组,x新疆地区中泥盆地层，碎屑岩夹火山碎屑岩。变质现象发育普遍。浅海相[1] 蕴都喀拉组基本信息中文名称：蕴都喀拉组蕴都喀拉组命名新疆地质局区域地质测量大队十分队王儒洪等，1965年。蕴都喀拉组特征粉砂质泥岩、中厚层状含粉砂质硅质岩、钙质砂岩、细砂岩、粉砂岩及生物碎屑灰岩、硅质岩，局部夹少量凝灰质火山灰凝灰岩、凝灰质砂岩。含腕足类、珊瑚、三叶虫、植物等化石。与下伏北塔山组呈整合接触；和上覆卡希翁组为断层接触。厚288-2548米。[2] 
卓木巴斯套组,"为灰黄、灰色中—厚层砂质灰岩与钙质砂岩互层，厚78米。含丰富的腕足类“Paraspirifer” spp.，Rhytistrophia beckii，Leptaenopyxis bouei、Megakozlowskiella sp.；珊瑚Thamnopora sp,，Syringaxon sp.等，局部富集呈介壳层。在乌鲁苏巴斯套南，底部为厚约1米的底砾岩，砾石成分复杂，有英安斑岩、石英斑岩、杏仁状安山岩等，大小不等，磨圆度中等，钙质及砂质胶结。与下伏塔黑尔巴斯套组呈不整合接触。[1] "
阿尔皮什麦布拉克组,由海相碎屑岩为主夹碳酸盐岩和中酸性火山岩组成，为蓝灰-灰黑色砂岩、砂砾岩、钙质页岩、灰岩、大理岩、安山玢岩、凝灰岩、硅质岩、片岩等，相变较大，局部接触变质岩发育，底部夹工业铁矿层并具底砾岩。含珊瑚、腕足类等。上与阿拉塔格组整合接触；与下伏硫磺山群等不整合接触。厚1447-6348米。阿尔皮什麦布拉克组时代D1阿尔皮什麦布拉克组命名诺林，1935年命名。阿尔皮什麦布拉克组同物异名包孜克里克群、阿尔皮徐米泉系。[1] 
蚕多组,蚕多组为一套区域浅变质石英砂岩、泥质岩组合之地层体。变质程度可达低绿片岩相的绿泥石带-高绿片岩相的石榴石带。整合覆于依吉组之上、伏于崖子沟组之下。厚837-1248米。[1] 蚕多组时代D1蚕多组命名云南区域地质调查大队，1980年命名。蚕多组同物异名格绒组。
春节桥组,特征夹于松宗群石灰岩与桑曲组石灰岩之间的一套紫红色砂砾岩地层体。含Aporthophylla sp，Leptellina sp等。其底界与桑曲组（下奥陶系）为平行不整合接触；顶界与松宗群灰岩为连续沉积。厚300-368米[1] 。
翠峰山组,翠峰山组是岩石地层名称，由丁文江于1914年手稿命名翠峰山系；葛利普于1923-1924年介绍。为一套褐红、灰绿、浅灰色砂、泥（页）岩及泥灰岩、灰岩。其下部为灰色，风化后为褐黄、黄色粉砂岩及泥岩。翠峰山组特征介绍主要含Polybranchiaspis liaojiaoshanensis，Yunnanolepischii，及总鳍鱼类、节甲鱼类等鱼化石，此外，尚有介形类：Leperditia；腹足类、工蕨、钩藻等植物及孢子化石等；中部为黄绿、紫红、褐黄色粉砂质泥岩、泥灰岩、细砂岩，夹少量深灰色薄层灰岩。产鱼：Yunnanolepischii；双壳类：Dysodontadeprati等；腕足类∶Lingula及介形类和植物化石等；上部为紫红、黄绿、褐黄色泥质粉砂岩、粉砂岩及石英岩，富产植物：Zosterophyllum myretonianum及双壳类、腹足类及孢子化石等；顶部为紫红、褐黄色杂色泥岩、粉砂岩、石英砂岩。含植物：Drapanophycus spinaeformis，Zosterophyllum spothulatus等；鱼类：Galeaspiss hujiachongensis及化石孢子等。上述可分四个段，自下而上为下西山屯段厚37-312米，西屯段厚120-385米，桂家屯段厚341-395米，徐家冲段厚611-870米。与下伏龙寺组连续沉积；上与西冲组穿洞段整合接触。[1] 翠峰山组同物异名坡松冲组、龙华山组、徐家冲段。
达尔东组,达尔东组，为一套以深灰色薄层灰岩、生物碎屑灰岩、泥灰岩为主的地层体。达尔东组命名夏代祥等，1979年手稿命名达尔东群：西藏地质局综合普查大队，1980年介绍。达尔东组特征含丰富的竹节石Nowakia acuaria带及腕足类、珊瑚、苔藓虫、三叶虫及海百合等。为深水盆地相沉积。底界与扎弄俄玛组之间为平行不整合接触；上与查果罗玛组整合接触。厚484-1300米。[1] 
大乐组,为一套深灰色生物屑灰岩、泥质灰岩夹页岩。简介含丰富的腕足类：包括3个组合带：下部Trigonospirifer trigonata-Athyrisina plicata组合带，中部Otospirifer daleensis 组合带，上部Euryspirifer paradoxus 组合带；珊瑚：Trapezophyllum elegantulum，Psydracophyllum irregulare，Favosites spp.，Mesofavosites等及腹足类、双壳类、层孔虫、介形类及牙形石、竹节石和虫迹化石等。该组其沉积环境属碳酸盐台地。整合于官桥组之上、四排组之下。厚23-471米。
大南湖组,大南湖组，由灰、灰绿、灰褐色玄武凝灰岩，火山角砾岩和砂质灰岩、细砂岩、复矿砂岩、大理岩、燧石条带夹灰紫色安山玢岩、英安斑岩，安山玄武岩、霏细岩等组成。大南湖组年代D1大南湖组命名新疆第一区域地质测量大队一分队张良臣等，1958年命名。大南湖组特征具旋回性，分为两个亚组，岩相变化大。含腕足类、珊瑚、三叶虫等。上与头苏泉组整合接触；下部未出露。厚2270-5822米以上。[1] 
大中寨组,为灰白色、灰色以中厚层为主及厚层之细粒石英砂岩、含长细粒石英砂岩、粉砂岩及黑色泥（页）岩不等厚互层，常由砂岩-粉砂岩-泥岩组成频繁的韵律层。特征上部富含笔石：Monograptus yukonensis fangensis ；竹节石：Nowakia acuaria等。下与倮红组整合接触；未见顶。出露厚度大于210米。 [1] 
丹林组,
东立吉组,岩性以细-中粒石英砂岩为主，夹灰黑色粉砂岩和黑色页（泥）岩。含腕足类、植物、鱼类等化石及蠕虫虫迹。下与玉龙寺组平行不整合接触；上与古木组整合接触。厚63-310米。东立吉组时代D1东立吉组命名方润森，1976年命名；云南省地质矿产局地层清理组张远志等，1996年介绍。
二塘组,特征：为一套泥灰岩、泥质灰岩夹泥岩、白云质灰岩的岩性组合。含腕足类：Howellella fecunda，Reticulariopsis ertangensis，Glyptospirifer sp.，Athyrisina和珊瑚：Lyrielasma guangxiensis，Xiangzhouphyllum minor，Zonophyllum sp.，Tryplasma sp.，及牙形石、介形类双壳类、竹节石等化石。沉积环境属开阔台地。整合于下伏上伦白云岩和上覆官桥白云岩之间。层型剖面厚448米；区域厚219-487米。同物异名：落脉组。[1] 
尕拉组,尕拉组是一个物种，西北地质科学研究所和甘肃第一区域地质测量大队，1973年手稿命名；秦锋、甘一研，1976年介绍。尕拉组时代D1尕拉组命名西北地质科学研究所和甘肃第一区域地质测量大队，1973年手稿命名；秦锋、甘一研，1976年介绍。尕拉组特征深灰色白云岩，夹少量含砂质白云质页岩、灰质砾屑白云岩和粉晶灰质白云岩，顶部以板岩、粉砂岩、细砂岩为主，夹含粉砂白云岩、含粉砂泥灰岩。中下部产珊瑚：Chalcidophyllum，Lyrielasma，Siphonophrentis 及Favosites lazutkini，Squameofavosites等；上部产牙形石：Polygnathus declinatus；介形类： Moelleritia elongata 及双壳类等，该组在当多沟由4个沉积旋回组成，每一旋回又可包含若干个由潮上、潮间及潮下带的小旋回；指示其处于半封闭局限台地过渡到台地潮坪相沉积。下与普通沟组整合接触，上与当多组平行不整合。厚91-990米。 [1] 
甘溪组,为灰、深灰色薄至中层粉砂质泥岩，石英粉-细砂岩，夹泥晶或亮晶生物屑灰岩、泥灰岩，下部夹石英砂岩。富含腕足类：两个腕足类组合带：下部为“Howittia”opiparus-Parathyrisina-Neoathyrisina typica组合带；上部为Dicoelostrophia punctata-Rostrospirifer tonkinensis组合带；牙形石：dehiscens带及珊瑚、层孔虫、双壳类、介形类等。岩相可分别划分出混合潮坪、生物碎屑滩、滩后坪及浅海陆棚相。下与平驿铺组、上与养马坝组均为整合接触。厚150-400米，局部仅为数十米。甘溪组命名包茨等，1953年命名，乐森璕，1956年介绍。甘溪组特征为灰、深灰色薄至中层粉砂质泥岩，石英粉-细砂岩，夹泥晶或亮晶生物屑灰岩、泥灰岩，下部夹石英砂岩。富含腕足类：两个腕足类组合带：下部为“Howittia”opiparus-Parathyrisina-Neoathyrisina typica组合带；上部为Dicoelostrophia punctata-Rostrospirifer tonkinensis组合带；牙形石：dehiscens带及珊瑚、层孔虫、双壳类、介形类等。岩相可分别划分出混合潮坪、生物碎屑滩、滩后坪及浅海陆棚相。下与平驿铺组、上与养马坝组均为整合接触。厚150-400米，局部仅为数十米。
格绒组,格绒组的特征为灰色结晶灰岩、白云质灰岩、白云岩夹不稳定的钙质砂岩、石英砂岩。含珊瑚Tryplasma，Lyrielasma，Favosites等及鱼类等化石。属潟湖相沉积。下与雍忍组、上与穷错组均为整合接触。厚133-266米。[1] 命名四川第三区域地质测量大队，1977年命名；四川省区域地层表编写组1978年介绍。
公馆组,公馆组是陕西地质局第一地质大队，1966年命名；西北地区区域地层表，1980年介绍。时代：D1-2命名：陕西地质局第一地质大队，1966年命名；西北地区区域地层表，1980年介绍。特征：白云岩，局部夹少量板岩、灰岩和砂岩。其上部产介形类：Paramoelleritia subtrapezoidalis；腹足类：Murchisonia cf. Loxonemoides；层孔虫：Amphipora等。下部具槽状、板状交错层理，中部发育波状、透镜状、脉状层理，上部出现较多鸟眼、窗孔构造、干裂等暴露标志，属潮坪潟湖相沉积组合。下与西岔河组、上与石家沟组均为整合接触。厚47-737米。同物异名：韩城沟组。[1] 
关上组,关上组是云南区域地质调查大队一分队，1982年命名。关上组命名云南区域地质调查大队一分队，1982年命名。关上组特征以深灰色板岩、含碳质粉砂质板岩为主，与深灰、灰色薄层砂质细晶灰岩、泥质条带灰岩、粉晶白云岩不等厚互层，局部夹褐铁矿、软锰矿。含竹节石及植物等化石。下与狮子山组整合接触；未见顶。出露厚1650米。[1] 
官桥白云岩,地层名称：官桥白云岩地层名称（英文）：Guanqiao Dolomite地层单位编码：06-45- 0707地层地质年代：D1
桂家屯段,
罕达气火山岩,罕达气火山岩（组）是1957年命名的岩石地层名称。罕达气火山岩（组）命名赵贵三，1957年命名。罕达气火山岩（组）特征泥鳅河组中的火山岩。岩性为灰绿色中酸性凝灰熔岩、英安玢岩质凝灰熔岩、碳酸盐化安山玢岩质角砾凝灰熔岩、碳酸盐化细碧岩，夹凝灰砂岩和灰岩。含腕足类：Discomyorthis sp.，“Atrypa” sp.和珊瑚 ：Syringaxon sp.，Lindstromia sp.等化石。总厚752米，最厚540米。[1] 
和布克赛尔组,和布克赛尔组特征为灰色钙质细粉砂岩、黄灰色砂质灰岩、生物碎屑灰岩。含腕足类、珊瑚、三叶虫、腹足类、笔石、头足类、植物等。与下伏克克雄库都克组呈整合接触；和上覆查干山组呈整合接触或与呼吉尔斯特组平行不整合或不整合接触。厚555-991米。 [1] 和布克赛尔组同物异名芒克鲁组、曼格尔组。
贺县组,贺县组以杂色泥（页）岩为主，夹细砂岩粉砂岩及少量泥质灰岩、泥灰岩或白云岩。贺县组命名殷保安等，1997年介绍。贺县组特征含鱼类：Yunnanolepis chii；珊瑚：Favosites sp.，Aulopora sp；双壳类：Modiomorpha sp.，Salinopsis sp.等及介形类、植物等。下与莲花山组、上与信都组均为整合接触。层型剖面厚187米；区域厚8-440米。[1] 
黑龙宫组,黑龙宫组，层型：正层型 黑龙江尚志市得好屯实测剖面。黑龙宫组基本信息地层名称：黑龙宫组地层名称（英文）：Heilonggong Fm地层单位编码：02-23-0165地层地质年代：D1黑龙宫组命名朱松年，1962年，1961年尚志帽儿山地区区测报告(1∶20万)。黑龙宫组特征层型：正层型 黑龙江尚志市得好屯实测剖面。特征：为灰绿、灰黄、灰紫色砂砾岩，砂岩，凝灰砂岩及灰黑色板岩，结晶灰岩。产腕足类化石。顶、底不全。分布：黑龙江。同物异名：同物异名 上黑龙宫组。[1] 
黄京山组,
康布铁堡组,上部为石英角斑岩、石英钠长斑岩、变质钾质流纹斑岩、霏细岩和火山角砾岩；下部为黑云石英片岩、十字石、蓝晶石片岩、变粒岩、浅粒岩夹薄层钙质粉砂岩、硅质大理岩凸镜体。含少量的腕足类、珊瑚等。上与阿勒泰组、下与库鲁木提群均为断层接触。出露厚1100-1487米。康布铁堡组简介上部为石英角斑岩、石英钠长斑岩、变质钾质流纹斑岩、霏细岩和火山角砾岩；下部为黑云石英片岩、十字石、蓝晶石片岩、变粒岩、浅粒岩夹薄层钙质粉砂岩、硅质大理岩凸镜体。含少量的腕足类、珊瑚等。上与阿勒泰组、下与库鲁木提群均为断层接触。出露厚1100-1487米康布铁堡组同物异名伊斯肯提岩系、玛因鄂博组。[1] 
莲花山组,"莲花山组原称“莲花山砂岩”，早泥盆世早期。最初命名地点在中国广西贵县莲 花山，故名。分布于广西境内。岩性为紫红色砂岩、页岩为主，上部夹少量紫红色泥岩，含鱼化石胴甲类计氏云南鱼、高氏亚洲棘鱼。厚约500余米。与下伏前泥盆纪地层（龙山群）呈不整合接触。本组时代，大致可与黔南的丹林组、滇东的翠峰山群、四川的平驿铺组等各组、群的下部相对比。莲花山组基本信息莲花山组命名：朱庭祜,1928年，广西贵县、横县、永淳、邕宁、宾阳五属地质矿产,(前)两广地质调查所年报,1。莲花山组特征层型：选层型广西横县六景泥盆系剖面，邝国敦、赵明特等,1989,广西六景泥盆系剖面。特征：由紫红色砂砾岩、砂岩、粉砂岩、泥岩及少量碳酸盐岩组成。中上部产鱼和海生动物化石。下与前泥盆系不整合、上与那高岭组整合接触。分布：广西。同物异名： 金竹坳砂岩、苍梧组、大瑶山群、石桥组、拉郎组、下叶山组。[1] "
凉泉组,"凉泉组是岩石地层名称，由王义刚于1974年命名。该组分布于西藏南部珠穆朗玛峰地区的聂拉木、定日、定结一带。凉泉组地理命名地点在聂拉木县甲村北2千米的凉泉附近。为海相泥质、灰质沉积，下部为灰色笔石页岩，含Monograptus thomasi、Monograptus cf yukonensis、Neomonograptus himalayensis等；上部为灰色页岩与薄层灰岩互层，灰岩中含竹节石Nowakia acuaria、Guerichina xizangensis、Metastyliolina、Styliolina、Viriatellina等。共厚40米，与下伏石器坡群上组呈断层接触。[1] 凉泉组解释地层名称：凉泉组地层名称（英文）：地层：地层：特征：层型：正层型 聂拉木县甲村—亚里剖面。中科院西藏科考队，1974,珠穆朗玛峰地区科学考察报告(1966—1968地质)。凉泉组特征深灰—灰色砂页岩与薄层石灰岩。含双壳类、腕足类、竹节石等化石。下与普鲁组、上与波曲组均为整合接触。凉泉组分布西藏普兰、聂拉木、定日一带。凉泉组其他信息同物异名：同物异名 强拉组。"
龙别组,时代：D1命名：云南第二区域地质测量大队一分队，1976年命名。特征：下部为灰、深灰色薄层泥灰岩、黑色硅藻岩；上部为黑色泥（页）岩和粉-细砂岩。含竹节石等。顶、底未出露。可见厚度100米。[1] 
龙果扎普组,简介龙果扎普组[1] 下部为浅灰色厚层-巨厚层黄铁矿化中晶白云岩；中部为灰色薄层灰岩夹板岩；上部为浅灰色中厚层内碎屑粉晶白云质灰岩。产牙形刺、珊瑚、碗足类、介形类、藻类及海百合茎、放射虫等。上与布玉组呈整合接触，下部未见底。
倮红组,时代：D1命名：云南第二区域地质测量大队一分队，1976年命名。特征：为灰黑色板状泥灰岩夹灰黑色灰质页岩、泥质硅藻岩或呈互层。含笔石、竹节石化石。整合于大中寨组之下；未见底。出露厚度大于213米。[1] 
